"","query","baseMean","log2FoldChange","lfcSE","pvalue","padj","blast_hit","evalue","ProteinNames","BiologicalProcess","GeneOntologyIDs","CellularComponent","MolecularFunction"
"40","Pocillopora_acuta_HIv2___RNAseq.g5252.t1",685.237729174062,-11.5318852987744,1.91703616248543,1.84758088827845e-15,6.68085249201488e-13,"Q00168",4.64e-72,"Calcium/calmodulin-dependent protein kinase type II alpha chain (CaM-kinase II alpha chain) (EC 2.7.11.17)","cellular response to starvation [GO:0009267]; chemical synaptic transmission [GO:0007268]; courtship behavior [GO:0007619]; learning or memory [GO:0007611]; long-term memory [GO:0007616]; male courtship behavior [GO:0008049]; negative regulation of apoptotic signaling pathway [GO:2001234]; negative regulation of cytokine production [GO:0001818]; negative regulation of lipid storage [GO:0010888]; neuromuscular junction development [GO:0007528]; positive regulation of synaptic transmission, dopaminergic [GO:0032226]; regulation of filopodium assembly [GO:0051489]; regulation of ovulation [GO:0060278]; regulation of synaptic assembly at neuromuscular junction [GO:0008582]","GO:0001818; GO:0004674; GO:0004683; GO:0005516; GO:0005524; GO:0005737; GO:0007268; GO:0007528; GO:0007611; GO:0007616; GO:0007619; GO:0008049; GO:0008582; GO:0009267; GO:0010888; GO:0030424; GO:0030425; GO:0032226; GO:0043005; GO:0045211; GO:0048786; GO:0051489; GO:0060278; GO:0106310; GO:2001234","axon [GO:0030424]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; neuron projection [GO:0043005]; postsynaptic membrane [GO:0045211]; presynaptic active zone [GO:0048786]","ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; calmodulin-dependent protein kinase activity [GO:0004683]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]"
"41","Pocillopora_acuta_HIv2___RNAseq.g22853.t1",8612.30390232864,-11.1329395087827,2.15130411887159,1.90463645083841e-15,6.71918576217727e-13,NA,NA,NA,NA,NA,NA,NA
"42","Pocillopora_acuta_HIv2___RNAseq.g17117.t1",1037.72978148286,-15.1578340720043,3.85908239432716,2.19017396847932e-15,7.54254197144879e-13,"O19132",0,"Nitric oxide synthase 1 (EC 1.14.13.39) (Constitutive NOS) (NC-NOS) (NOS type I) (Neuronal NOS) (N-NOS) (nNOS) (Nitric oxide synthase, brain) (bNOS) (Peptidyl-cysteine S-nitrosylase NOS1)","nitric oxide biosynthetic process [GO:0006809]","GO:0004517; GO:0005516; GO:0006809; GO:0010181; GO:0020037; GO:0042383; GO:0043197; GO:0046872; GO:0050660; GO:0050661","dendritic spine [GO:0043197]; sarcolemma [GO:0042383]","calmodulin binding [GO:0005516]; flavin adenine dinucleotide binding [GO:0050660]; FMN binding [GO:0010181]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; NADP binding [GO:0050661]; nitric-oxide synthase activity [GO:0004517]"
"43","Pocillopora_acuta_HIv2___TS.g16802.t1",3444.71837581509,-10.7029757939807,1.99183805810763,2.39520092379235e-15,7.88997550457411e-13,NA,NA,NA,NA,NA,NA,NA
"44","Pocillopora_acuta_HIv2___RNAseq.g25759.t1",808.98861100082,-14.8945926800637,3.79393441083062,2.40015847760828e-15,7.88997550457411e-13,"Q27128",0,"Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase (PAPS synthase) (PAPS synthetase) (PAPSS) (Sulfurylase kinase) (SK) [Includes: Sulfate adenylyltransferase (EC 2.7.7.4) (ATP-sulfurylase) (Sulfate adenylate transferase) (SAT); Adenylyl-sulfate kinase (EC 2.7.1.25) (3'-phosphoadenosine-5'-phosphosulfate synthase) (APS kinase) (Adenosine-5'-phosphosulfate 3'-phosphotransferase) (Adenylylsulfate 3'-phosphotransferase)]","3'-phosphoadenosine 5'-phosphosulfate biosynthetic process [GO:0050428]; sulfate assimilation [GO:0000103]","GO:0000103; GO:0004020; GO:0004781; GO:0005524; GO:0016779; GO:0050428","","adenylylsulfate kinase activity [GO:0004020]; ATP binding [GO:0005524]; nucleotidyltransferase activity [GO:0016779]; sulfate adenylyltransferase (ATP) activity [GO:0004781]"
"45","Pocillopora_acuta_HIv2___RNAseq.30415_t",893.176357470135,-15.148462201818,3.88439129412489,3.09935105733386e-15,9.89043485484366e-13,"Q6XYQ8",9.54e-39,"Synaptotagmin-10 (Synaptotagmin X) (SytX)","calcium-ion regulated exocytosis [GO:0017156]; chemical synaptic transmission [GO:0007268]; positive regulation of calcium ion-dependent exocytosis [GO:0045956]; sensory perception of smell [GO:0007608]","GO:0000149; GO:0001786; GO:0005509; GO:0005544; GO:0005546; GO:0005886; GO:0007268; GO:0007608; GO:0017156; GO:0030276; GO:0030658; GO:0042803; GO:0045956; GO:0046982; GO:0070382; GO:0098793; GO:0098978","exocytic vesicle [GO:0070382]; glutamatergic synapse [GO:0098978]; plasma membrane [GO:0005886]; presynapse [GO:0098793]; transport vesicle membrane [GO:0030658]","calcium ion binding [GO:0005509]; calcium-dependent phospholipid binding [GO:0005544]; clathrin binding [GO:0030276]; phosphatidylinositol-4,5-bisphosphate binding [GO:0005546]; phosphatidylserine binding [GO:0001786]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; SNARE binding [GO:0000149]"
"46","Pocillopora_acuta_HIv2___RNAseq.g24120.t1",770.649944734318,-14.8749741751439,3.80361623446857,3.14546462474287e-15,9.89043485484366e-13,"Q862Z3",4.51e-46,"Uromodulin (Tamm-Horsfall urinary glycoprotein) (THP) [Cleaved into: Uromodulin, secreted form]","antibacterial innate immune response [GO:0140367]; defense response to Gram-negative bacterium [GO:0050829]; neutrophil migration [GO:1990266]","GO:0000922; GO:0005509; GO:0005615; GO:0005929; GO:0009986; GO:0016020; GO:0016323; GO:0016324; GO:0050829; GO:0060170; GO:0098552; GO:0140367; GO:1990266","apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; cell surface [GO:0009986]; ciliary membrane [GO:0060170]; cilium [GO:0005929]; extracellular space [GO:0005615]; membrane [GO:0016020]; side of membrane [GO:0098552]; spindle pole [GO:0000922]","calcium ion binding [GO:0005509]"
"47","Pocillopora_acuta_HIv2___RNAseq.g14336.t1",765.622505305614,-14.8579821160054,3.79621481937562,3.97574978289701e-15,1.22351584808133e-12,"B8V7S0",9.84e-94,"CUB and peptidase domain-containing protein 1","acrosome reaction [GO:0007340]; proteolysis [GO:0006508]","GO:0004252; GO:0005576; GO:0006508; GO:0007340","extracellular region [GO:0005576]","serine-type endopeptidase activity [GO:0004252]"
"48","Pocillopora_acuta_HIv2___RNAseq.g26594.t2",3371.39523172936,-13.8764425262487,3.29865226423084,4.81724214587227e-15,1.45159563328951e-12,"Q90632",4.11e-37,"Monocarboxylate transporter 3 (MCT 3) (Retinal epithelial membrane protein) (Solute carrier family 16 member 8)","monocarboxylic acid transport [GO:0015718]","GO:0005886; GO:0008028; GO:0015293; GO:0015718; GO:0016323","basolateral plasma membrane [GO:0016323]; plasma membrane [GO:0005886]","monocarboxylic acid transmembrane transporter activity [GO:0008028]; symporter activity [GO:0015293]"
"49","Pocillopora_acuta_HIv2___TS.g4983.t1",908.847886315208,15.6677967497005,3.87045338612551,6.2138653490683e-15,1.81798857182542e-12,"Q9CZV8",7e-18,"F-box/LRR-repeat protein 20 (F-box and leucine-rich repeat protein 20) (F-box/LRR-repeat protein 2-like)","behavioral fear response [GO:0001662]; regulation of protein catabolic process at presynapse, modulating synaptic transmission [GO:0099575]; regulation of synaptic vesicle exocytosis [GO:2000300]; SCF-dependent proteasomal ubiquitin-dependent protein catabolic process [GO:0031146]","GO:0001662; GO:0005737; GO:0019005; GO:0031146; GO:0045202; GO:0098685; GO:0098793; GO:0098978; GO:0099575; GO:2000300","cytoplasm [GO:0005737]; glutamatergic synapse [GO:0098978]; presynapse [GO:0098793]; SCF ubiquitin ligase complex [GO:0019005]; Schaffer collateral - CA1 synapse [GO:0098685]; synapse [GO:0045202]",""
"50","Pocillopora_acuta_HIv2___RNAseq.g19115.t1",990.626313025877,-10.4520572559043,1.82367707812384,6.28452907848942e-15,1.81798857182542e-12,"Q8NB59",7.09e-20,"Synaptotagmin-14 (Synaptotagmin XIV) (SytXIV)","","GO:0005543; GO:0016020","membrane [GO:0016020]","phospholipid binding [GO:0005543]"
"51","Pocillopora_acuta_HIv2___RNAseq.g28635.t1",3721.66147975373,-13.797296442982,3.41135912363442,7.81342503235868e-15,2.18881340307075e-12,"Q6P832",0,"Glycine amidinotransferase, mitochondrial (EC 2.1.4.1) (L-arginine:glycine amidinotransferase) (Transamidinase)","creatine biosynthetic process [GO:0006601]","GO:0005743; GO:0006601; GO:0015068","mitochondrial inner membrane [GO:0005743]","glycine amidinotransferase activity [GO:0015068]"
"52","Pocillopora_acuta_HIv2___RNAseq.g25317.t1",2252.95465312817,-10.9676173800082,2.31449225091911,7.9816674133111e-15,2.18881340307075e-12,"Q03146",4.64e-09,"Epithelial discoidin domain-containing receptor 1 (Epithelial discoidin domain receptor 1) (EC 2.7.10.1) (CD167 antigen-like family member A) (Cell adhesion kinase) (Discoidin receptor tyrosine kinase) (Protein-tyrosine kinase MPK-6) (Tyrosine kinase DDR) (Tyrosine-protein kinase CAK) (CD antigen CD167a)","axon development [GO:0061564]; branching involved in mammary gland duct morphogenesis [GO:0060444]; cell population proliferation [GO:0008283]; collagen-activated tyrosine kinase receptor signaling pathway [GO:0038063]; ear development [GO:0043583]; embryo implantation [GO:0007566]; lactation [GO:0007595]; mammary gland alveolus development [GO:0060749]; negative regulation of cell population proliferation [GO:0008285]; neuron projection extension [GO:1990138]; peptidyl-tyrosine autophosphorylation [GO:0038083]; positive regulation of neuron projection development [GO:0010976]; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051897]; regulation of cell growth [GO:0001558]; regulation of cell-matrix adhesion [GO:0001952]; regulation of extracellular matrix disassembly [GO:0010715]; smooth muscle cell migration [GO:0014909]; smooth muscle cell-matrix adhesion [GO:0061302]; wound healing, spreading of cells [GO:0044319]","GO:0001558; GO:0001952; GO:0005518; GO:0005524; GO:0005886; GO:0005903; GO:0007566; GO:0007595; GO:0008283; GO:0008285; GO:0010715; GO:0010976; GO:0014909; GO:0016323; GO:0038062; GO:0038063; GO:0038083; GO:0043235; GO:0043583; GO:0044319; GO:0046872; GO:0051897; GO:0060444; GO:0060749; GO:0061302; GO:0061564; GO:1990138","basolateral plasma membrane [GO:0016323]; brush border [GO:0005903]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]","ATP binding [GO:0005524]; collagen binding [GO:0005518]; metal ion binding [GO:0046872]; protein tyrosine kinase collagen receptor activity [GO:0038062]"
"53","Pocillopora_acuta_HIv2___RNAseq.g21373.t1",662.832864169878,-14.618748355444,3.75858462801748,8.02040309476977e-15,2.18881340307075e-12,NA,NA,NA,NA,NA,NA,NA
"54","Pocillopora_acuta_HIv2___RNAseq.g7627.t1",764.189970591372,-14.7549733634879,3.8071151290025,8.43939620062712e-15,2.26050790084946e-12,"Q6T752",6.86e-13,"Toll-like receptor 2 (CD antigen CD282)","cellular response to diacyl bacterial lipopeptide [GO:0071726]; cellular response to triacyl bacterial lipopeptide [GO:0071727]; inflammatory response [GO:0006954]; innate immune response [GO:0045087]; toll-like receptor signaling pathway [GO:0002224]","GO:0002224; GO:0004888; GO:0005794; GO:0005886; GO:0006954; GO:0030670; GO:0038023; GO:0042497; GO:0045087; GO:0045121; GO:0061809; GO:0071726; GO:0071727","Golgi apparatus [GO:0005794]; membrane raft [GO:0045121]; phagocytic vesicle membrane [GO:0030670]; plasma membrane [GO:0005886]","NAD+ nucleotidase, cyclic ADP-ribose generating [GO:0061809]; signaling receptor activity [GO:0038023]; transmembrane signaling receptor activity [GO:0004888]; triacyl lipopeptide binding [GO:0042497]"
"55","Pocillopora_acuta_HIv2___RNAseq.g9210.t1",701.432652665035,-14.5150882807827,3.77441461651143,1.70601872974839e-14,4.48651907401468e-12,NA,NA,NA,NA,NA,NA,NA
"56","Pocillopora_acuta_HIv2___TS.g16384.t1",645.704218748475,-14.597407487366,3.79876994409421,1.9374695328849e-14,5.00420702207986e-12,NA,NA,NA,NA,NA,NA,NA
"57","Pocillopora_acuta_HIv2___RNAseq.g27377.t1",735.340145124758,-10.2369611763509,1.77616837416132,2.13977437134901e-14,5.42977131705123e-12,NA,NA,NA,NA,NA,NA,NA
"58","Pocillopora_acuta_HIv2___RNAseq.g13561.t1",640.62448814426,-14.5819947469938,3.80007930532522,2.26061529240492e-14,5.52042907999781e-12,NA,NA,NA,NA,NA,NA,NA
"59","Pocillopora_acuta_HIv2___RNAseq.g1102.t1",682.410091221503,-14.6756718342807,3.81713157187959,2.27847804744956e-14,5.52042907999781e-12,"Q9EQD2",2.11e-45,"Neuropeptide FF receptor 2 (G-protein coupled receptor 74) (Neuropeptide G-protein coupled receptor)","cellular response to hormone stimulus [GO:0032870]; G protein-coupled receptor signaling pathway [GO:0007186]; regulation of MAPK cascade [GO:0043408]","GO:0005886; GO:0007186; GO:0008188; GO:0015629; GO:0031628; GO:0032870; GO:0042277; GO:0043408","actin cytoskeleton [GO:0015629]; plasma membrane [GO:0005886]","neuropeptide receptor activity [GO:0008188]; opioid receptor binding [GO:0031628]; peptide binding [GO:0042277]"
"60","Pocillopora_acuta_HIv2___RNAseq.g1234.t1",3320.09020492918,10.0171634865975,2.07233082967797,2.32585783080831e-14,5.52042907999781e-12,NA,NA,NA,NA,NA,NA,NA
"61","Pocillopora_acuta_HIv2___RNAseq.g9631.t1",5786.08667327334,-14.75597859466,3.16630469570457,2.32816768445704e-14,5.52042907999781e-12,"Q40375",3.73e-56,"Repetitive proline-rich cell wall protein 2","","GO:0005199; GO:0005576","extracellular region [GO:0005576]","structural constituent of cell wall [GO:0005199]"
"62","Pocillopora_acuta_HIv2___RNAseq.g11659.t1",606.94528410354,-14.4456197017592,3.78220724613787,2.65919509975605e-14,6.20364482626961e-12,NA,NA,NA,NA,NA,NA,NA
"63","Pocillopora_acuta_HIv2___TS.g1968.t2",570.15481360313,-14.383570313996,3.76819015879346,3.188747927923e-14,7.32096032213941e-12,NA,NA,NA,NA,NA,NA,NA
"64","Pocillopora_acuta_HIv2___RNAseq.g1126.t1",3758.53930256433,14.5774795797085,3.15720134339492,3.83075249873712e-14,8.6575006471459e-12,"B3EWZ3",7.33e-54,"Coadhesin","","GO:0016020","membrane [GO:0016020]",""
"65","Pocillopora_acuta_HIv2___TS.g21863.t2",714.499186910933,-11.5870231763161,2.25752154314116,3.94089513150376e-14,8.7694011049339e-12,NA,NA,NA,NA,NA,NA,NA
"66","Pocillopora_acuta_HIv2___RNAseq.g14484.t1",670.562029806778,-14.6541637866862,3.8555518956199,4.67053029562805e-14,1.02355379084794e-11,"Q9JKM7",4.74e-106,"Ras-related protein Rab-37","protein transport [GO:0015031]","GO:0003924; GO:0005525; GO:0005768; GO:0005794; GO:0015031; GO:0030141","endosome [GO:0005768]; Golgi apparatus [GO:0005794]; secretory granule [GO:0030141]","GTP binding [GO:0005525]; GTPase activity [GO:0003924]"
"67","Pocillopora_acuta_HIv2___RNAseq.g18517.t1",291.865888857358,-9.43443938347068,1.47306216979677,5.36788746524556e-14,1.15882275070615e-11,NA,NA,NA,NA,NA,NA,NA
"68","Pocillopora_acuta_HIv2___RNAseq.g27621.t1",1470.664505119,12.6387842115633,2.73278931341226,6.34629445213222e-14,1.34989416111236e-11,NA,NA,NA,NA,NA,NA,NA
"69","Pocillopora_acuta_HIv2___RNAseq.22067_t",613.52482329882,-14.2404358994302,3.77774669845082,6.53523055271458e-14,1.36993586542701e-11,"Q98SN7",6.5e-110,"Protein Wnt-2b","camera-type eye photoreceptor cell differentiation [GO:0060219]; canonical Wnt signaling pathway [GO:0060070]; cell fate commitment [GO:0045165]; cell population proliferation [GO:0008283]; cornea development in camera-type eye [GO:0061303]; embryonic camera-type eye formation [GO:0060900]; embryonic forelimb morphogenesis [GO:0035115]; iris morphogenesis [GO:0061072]; lens development in camera-type eye [GO:0002088]; limb development [GO:0060173]; morphogenesis of an epithelial sheet [GO:0002011]; negative regulation of glial cell differentiation [GO:0045686]; negative regulation of neuron differentiation [GO:0045665]; neural retina development [GO:0003407]; neuron differentiation [GO:0030182]; positive regulation of fibroblast growth factor production [GO:0090271]; positive regulation of fibroblast growth factor receptor signaling pathway [GO:0045743]; regulation of canonical Wnt signaling pathway [GO:0060828]; regulation of fibroblast growth factor production [GO:0090270]; retina layer formation [GO:0010842]; Wnt signaling pathway [GO:0016055]","GO:0002011; GO:0002088; GO:0003407; GO:0005109; GO:0005125; GO:0005615; GO:0008283; GO:0010842; GO:0016055; GO:0030182; GO:0035115; GO:0045165; GO:0045665; GO:0045686; GO:0045743; GO:0060070; GO:0060173; GO:0060219; GO:0060828; GO:0060900; GO:0061072; GO:0061303; GO:0090270; GO:0090271","extracellular space [GO:0005615]","cytokine activity [GO:0005125]; frizzled binding [GO:0005109]"
"70","Pocillopora_acuta_HIv2___RNAseq.g27681.t1b",674.169731150683,-14.3970677012542,3.80580445574562,7.01436468105959e-14,1.44936815352637e-11,NA,NA,NA,NA,NA,NA,NA
"71","Pocillopora_acuta_HIv2___RNAseq.g28202.t1",2285.1584368848,-1.33185386965055,3.13168218396322,7.84045237272412e-14,1.59724370590256e-11,"P12391",1.25e-61,"Neuronal acetylcholine receptor subunit beta-3","acetylcholine receptor signaling pathway [GO:0095500]; membrane depolarization [GO:0051899]; presynaptic modulation of chemical synaptic transmission [GO:0099171]; response to nicotine [GO:0035094]; synaptic transmission, cholinergic [GO:0007271]","GO:0004888; GO:0005886; GO:0005892; GO:0007271; GO:0022848; GO:0032991; GO:0035094; GO:0042166; GO:0043005; GO:0045202; GO:0045211; GO:0051899; GO:0095500; GO:0098691; GO:0098793; GO:0099171","acetylcholine-gated channel complex [GO:0005892]; dopaminergic synapse [GO:0098691]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]; postsynaptic membrane [GO:0045211]; presynapse [GO:0098793]; protein-containing complex [GO:0032991]; synapse [GO:0045202]","acetylcholine binding [GO:0042166]; acetylcholine-gated monoatomic cation-selective channel activity [GO:0022848]; transmembrane signaling receptor activity [GO:0004888]"
